id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
62bOmKYxYg7dhrC6gH9vFn,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4
46n2EGFnPC3tzWCN1Aqe26,0.55,0.587,2,-6.279,1,0.0329,0.354,0,0.128,0.466,165.975,284760,4
2AW37v0bDyuOzGP3XnmFuA,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,192427,4
594M0rqYMOo8BhMGEdoi5C,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16e-06,0.233,0.796,110.054,211000,4
0Jc8qF1mUPo1A96HE9QxZz,0.706,0.861,11,-6.684,1,0.154,0.0341,0,0.127,0.923,119.946,238427,4
5YTMRAT4yKgFrepF8Hi3mY,0.758,0.93,8,-3.22,0,0.0425,0.0503,0.000226,0.325,0.853,112.042,202107,4
72otaqywVqwyXaCjk75JKm,0.468,0.535,10,-8.264,1,0.0436,0.44,0,0.101,0.294,168.001,243493,4
1JbzBbwkf93dii20EC3EiZ,0.55,0.563,2,-7.019,1,0.0313,0.3,0,0.122,0.479,166.004,266293,4
6u5flhVFxKZrl9AApvf2SL,0.748,0.811,0,-5.213,0,0.0907,0.0866,1.45e-05,0.0282,0.862,93.963,253600,4
4CCUjYJPbSXLL23BFeBVbI,0.704,0.409,11,-8.581,0,0.0597,0.43,0,0.109,0.495,113.863,292000,4
60R2v9lheAu3lwZwAFxMZK,0.791,0.613,1,-11.628,0,0.0763,0.0986,0,0.0765,0.896,143.017,170640,4
5r96TaQquRrlo3Ym3ZlSL2,0.728,0.448,8,-10.54,1,0.172,0.103,0,0.267,0.483,80.902,202920,4
1SGnWl33MUNd9QHYAoqJtW,0.565,0.976,1,-4.373,0,0.0746,0.00719,7.79e-06,0.19,0.899,167.054,134373,4
5eZaT21ZVGyGHJ8kcwaNxA,0.59,0.635,4,-10.261,0,0.13,0.0101,0,0.0808,0.567,192.042,176800,4
4JqQWAr47pGEoaMArpA7Z3,0.897,0.43,7,-12.759,1,0.0551,0.0118,0,0.0473,0.964,121.987,223120,4
1nXCcO9Fp1mE0rzw39qOPY,0.497,0.74,7,-6.638,1,0.21,0.0861,3.45e-05,0.213,0.929,151.192,300682,4
74sUbOF9Zm8LdGUJjxleTl,0.487,0.429,4,-8.716,0,0.0391,0.332,0,0.207,0.508,143.582,328773,4
0WJTdVboKc2KI1DzzAWyYM,0.813,0.329,10,-14.814,0,0.211,0.00875,0,0.24,0.441,85.716,142947,4
4ZJGobiy4ayWSdKfoqMRlX,0.696,0.556,10,-11.442,1,0.404,0.276,0,0.234,0.792,192.073,176307,4
1ZqKCseNe8FIZRDyl2E2Ac,0.734,0.764,1,-10.757,1,0.0631,0.304,0,0.454,0.977,160.005,173093,4
3pO37BXsjMC2wApALxGbuB,0.391,0.801,6,-5.102,0,0.0813,0.000426,0.000208,0.0662,0.341,146.729,229867,4
0uyDAijTR0tOuH24hxDhE5,0.444,0.865,11,-2.433,1,0.0464,0.000106,1.55e-05,0.0366,0.74,188.036,169520,4
60OKW0mZiPFHVpHl3eHueg,0.448,0.84,1,-3.938,0,0.0361,0.0012,0,0.0883,0.235,157.985,215840,4
5vhT2fcFXcRPnJPQA0m1fv,0.388,0.924,1,-2.502,1,0.0674,4e-05,0.105,0.31,0.628,177.971,214133,4
6AgtIN7FyBd4zJhZI7mrsz,0.497,0.748,6,-4.5,1,0.0332,0.00227,0,0.136,0.274,131.944,195893,4
6TghWaPh1WHJKWXow7iujH,0.47,0.882,6,-3.906,1,0.0638,0.00347,1.62e-06,0.372,0.328,164.04,199680,4
3eFRjeJ74r4fmo0kXTdi8Y,0.304,0.79,1,-5.756,1,0.0371,0.000186,0.000442,0.204,0.542,150.383,194093,3
5fEyUL1sp1cJC4YErd29I4,0.414,0.442,6,-7.525,1,0.0309,0.756,0,0.0995,0.144,141.295,223613,3
1OA2d84wOUeYfTtuJmO6Zn,0.491,0.941,1,-3.234,1,0.0475,7.31e-05,0.0126,0.313,0.362,103.178,211280,4
2AMEArFOkOhRxTY3ahlPuc,0.29,0.834,5,-4.369,0,0.0488,6.84e-05,0.0089,0.1,0.494,162.61,210013,3
5VzvK7YiwWbRePA2JOzhYq,0.408,0.79,11,-8.138,0,0.103,0.26,0.00027,0.765,0.347,122.624,223373,4
786h4kDeZiX5nYvOwA3wtE,0.611,0.833,3,-7.554,1,0.0351,0.0218,0.000204,0.0923,0.793,108.498,219893,4
5nLhswlXx18vI65KkKKFgx,0.861,0.385,2,-10.057,1,0.0341,0.154,0,0.123,0.494,117.913,193560,4
19X5dUlxVWC5jDg3eOysMz,0.77,0.459,1,-17.453,1,0.0416,0.112,0.00343,0.145,0.963,133.351,236653,4
5v6b9RUk83Z33shcsqt1m3,0.616,0.762,6,-8.766,1,0.0266,0.018,0.00456,0.0872,0.779,124.637,245560,4
32xXojNvbRTQ9qfb3mWR69,0.622,0.876,10,-6.31,1,0.0305,0.0193,0.00684,0.0987,0.867,104.97,185960,4
0oyj088gTacb4sWeMBBpfb,0.586,0.566,9,-16.305,1,0.0398,0.011,0.000124,0.0741,0.585,99.98,289027,4
3jJDFiNmHsU18FxvklXwIK,0.616,0.511,6,-15.894,1,0.0279,0.0384,0,0.15,0.604,132.015,206413,4
48wdHboeyHMI3y7sDRHQPi,0.498,0.914,3,-9.2,1,0.0635,0.107,0.00235,0.891,0.622,106.492,293533,4
5e4AzYhsqefoINOnqChSK1,0.424,0.697,0,-5.92,1,0.0329,0.111,5.18e-06,0.971,0.342,100.614,255667,4
2SLZ2rX5773RS16mcqBxG7,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.768,203.862,193093,4
3kVIFDE3G89I2RPVkiRaRj,0.685,0.38,8,-11.219,1,0.112,0.373,0,0.0371,0.87,175.562,252267,4
6zOg9gP62RJSsKFeOBAgvH,0.764,0.525,8,-5.969,1,0.048,0.0296,0,0.0993,0.787,95.813,289413,4
6uRH1qMz30ZBwwUG0IYE5s,0.912,0.511,9,-6.365,1,0.203,0.0259,0,0.0442,0.611,101.628,231800,4
2AABEJCjbqqRQDmuns6oCU,0.775,0.648,8,-7.567,1,0.0529,0.156,0,0.11,0.843,96.013,260427,4
6iajHa34cSiD5s42Cq9miJ,0.706,0.537,7,-6.347,1,0.348,0.00887,0,0.129,0.775,203.746,225947,4
0Zze3tFRSNwL6KllmYjLgZ,0.589,0.477,10,-9.025,1,0.29,0.114,0,0.188,0.841,125.867,244133,4
0ahRDzkKq0KEi7FRoHb0qk,0.677,0.525,7,-9.404,0,0.0483,0.224,0,0.172,0.924,87.042,198880,4
769geiA8btidGHda4BBDOJ,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,264933,4
06EmqZJolHpHSwNKLHVmqB,0.867,0.68,1,-5.508,0,0.229,0.0679,0,0.0935,0.591,101.652,295227,4
5S1IUPueD0xE0vj4zU3nSf,0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,225893,4
6H0AwSQ20mo62jGlPGB8S6,0.822,0.505,7,-7.384,1,0.147,0.0317,0.000911,0.114,0.523,73.003,210200,4
4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,2,-8.406,1,0.259,0.0201,0,0.268,0.405,131.023,267427,4
1nX9KhK3Fff27SnrIor2Yb,0.796,0.5,1,-7.21,1,0.425,0.118,0,0.155,0.227,75.012,255560,4
7w8SYlPLA9bqj7vRHvYNDz,0.811,0.734,0,-6.626,0,0.334,0.364,2.26e-06,0.121,0.566,150.06,235897,4
2nBI3iWLhupR7LyAJ5GGkE,0.695,0.777,6,-2.452,0,0.0817,0.0661,0,0.874,0.36,135.01,334253,4
5RBW30fFFVav2n0IqFj0fY,0.759,0.644,6,-4.858,1,0.116,0.326,0,0.0469,0.813,89.983,210773,4
39pS70eeDvyCAF3t8NAlVV,0.836,0.776,4,-0.804,0,0.239,0.274,0,0.113,0.37,130.033,222707,4
365wwIjijQdlRJEjUWTidq,0.781,0.81,10,-4.301,0,0.356,0.738,0,0.144,0.908,173.949,234667,4
5HtziFfFGxXpugCqZaAHoY,0.704,0.558,1,-6.042,1,0.287,0.379,0.000111,0.407,0.414,163.964,260009,4
62ZlScwF8VZuGEFaAo3TNZ,0.916,0.519,2,-12.409,0,0.077,0.293,0,0.379,0.761,125.137,169000,4
3EgvmOhP3NQUHY7d6PDOUg,0.941,0.727,0,-11.592,1,0.228,0.00472,0.000811,0.177,0.623,128.746,276467,4
0ioFIQXbTUaliQpsJyX4zN,0.895,0.9,7,-8.905,1,0.195,0.00107,0.000661,0.239,0.896,131.671,180573,4
2PBTwMH2mzfLigdMyPzOcp,0.916,0.742,7,-12.44,1,0.188,0.000288,0.00498,0.0986,0.545,127.809,257640,4
1h7gUSJ8GuyCOoVWsvwVy1,0.97,0.776,11,-10.728,0,0.263,0.198,3.55e-06,0.229,0.736,124.379,144373,4
57goBNSlWZOTn2bLDm1L0s,0.935,0.474,4,-12.911,0,0.115,0.000637,0,0.316,0.862,124.751,241467,4
7DEpSeyiupvwY5tB8Yqbhh,0.882,0.6,4,-13.33,0,0.156,0.00835,1.1e-05,0.602,0.427,124.597,235867,4
4QhjRiHnPswtI1WnnKMXea,0.833,0.818,6,-12.039,0,0.157,0.0234,0.000232,0.925,0.732,112.98,187667,4
48bM3lR9UnuFiXRkQ1xgHW,0.898,0.747,5,-7.509,1,0.139,0.411,0,0.177,0.638,124.84,168880,4
4plt8w3RVJ28s5FShYyvGR,0.87,0.529,0,-12.297,1,0.0834,0.0155,0.000357,0.84,0.913,133.584,205133,4
3ssX20QT5c3nA9wk78V1LQ,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387,4
2xTft6GEZeTyWNpdX94rkf,0.873,0.719,1,-5.948,1,0.248,0.03,0,0.333,0.858,93.281,307773,4
1JClFT74TYSXlzpagbmj0S,0.769,0.852,7,-2.763,1,0.0438,0.0296,1.38e-06,0.44,0.76,91.532,285027,4
0Z2J91b2iTGLVTZC4fKgxf,0.921,0.843,7,-4.008,1,0.239,0.0466,0,0.0757,0.589,95.193,312627,4
13XHuE00ElL5thSxkaEXxK,0.803,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.801,90.185,296907,4
4voEoczU7Ijborps9XF1n3,0.849,0.422,10,-13.95,0,0.122,0.157,1.19e-05,0.255,0.624,96.216,259000,4
6tDxrq4FxEL2q15y37tXT9,0.773,0.542,6,-7.136,1,0.126,0.379,0,0.129,0.31,84.124,280000,4
7jLbTp3qZzah9kMIdW8e5M,0.795,0.615,5,-5.498,0,0.0471,0.0997,0,0.0793,0.673,80.535,238053,4
1fkBsauD5gmsrjvf0f5VYn,0.859,0.676,7,-6.099,1,0.0714,0.0459,0,0.239,0.329,111.107,268960,4
7HFl64GKBtPTa5YoW7j4jL,0.859,0.792,2,-4.007,1,0.141,0.065,0,0.3,0.766,103.201,276813,4
7pSJmBTlbA4S5zSLsj6Pzz,0.652,0.999,3,-6.659,1,0.0522,0.0109,0.000646,0.0533,0.637,141.056,223694,4
0ibdklhZmwLo3bzHqF435c,0.775,0.862,11,-8.059,0,0.144,0.0339,1.26e-05,0.0711,0.859,124.841,222669,4
6rEr7AsF3cmfUR3birakRF,0.7,0.99,3,-7.559,0,0.0499,0.0873,0.00211,0.151,0.77,127.884,248197,4
5q10Ov2JEbODDK2tk4NYWW,0.653,0.982,5,-7.388,0,0.051,0.06,0.00481,0.097,0.76,130.074,218900,4
5ISKWtyWgg1y8yYrmxpvmS,0.712,0.86,4,-5.669,1,0.355,0.0507,4.49e-05,0.0566,0.359,127.975,175116,4
0AUCQKbxc3k6mP74y0LvKZ,0.592,0.981,2,-7.403,1,0.132,0.0291,0.000893,0.129,0.44,143.933,219120,4
4CCc2yJM4OWoF9ZHd67c4s,0.771,0.634,4,-7.64,1,0.203,0.0039,0.000401,0.0967,0.234,127.98,261275,4
1858zUmAh8myViuoc4dC7B,0.671,0.962,6,-7.469,1,0.0452,0.00603,3.29e-05,0.0501,0.967,141.953,218845,4
1q9NmfgguvcvcLjQrnoXzM,0.795,0.816,1,-8.617,1,0.0396,0.0355,0.00136,0.0771,0.972,132.947,206065,4
4364jgP655oU33CaltgtWr,0.536,0.875,5,-9.355,0,0.0366,0.00655,0.455,0.13,0.511,150.035,208022,4
2fQrGHiQOvpL9UgPvtYy6G,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4
0dIoGTQXDh1wVnhIiSyYEa,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,224285,4
5u6vkDnOyaf8LsteDAj2ub,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,268933,4
6fwdbPMwP1zVStm8FybmkO,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880,4
1u0CD4fcBUB1xrG9fNgejh,0.88,0.728,10,-6.939,0,0.205,0.136,5.42e-05,0.337,0.715,160.976,200373,4
4gmmRb6bZJffOOiww1JGTO,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4
7sB2rmolvEt77KFPCraSNc,0.914,0.781,9,-5.467,0,0.302,0.189,0,0.126,0.806,140.09,275872,4
0tdCy39PgWN8LFWu34ORn3,0.845,0.399,1,-7.509,1,0.309,0.00525,0.74,0.102,0.148,143.049,257600,4
1vc2YF7ZvUtwr45HNpdGch,0.839,0.437,5,-11.344,0,0.285,0.0438,2.75e-06,0.131,0.464,82.008,271307,4
1nO2NjuFkGaAWcMdJ1pNrp,0.797,0.633,5,-4.815,1,0.238,0.223,0,0.109,0.577,156.015,232413,4
6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.12e-05,0.168,0.543,99.01,233933,4
3NLrRZoMF0Lx6zTlYqeIo4,0.536,0.55,10,-6.733,0,0.0248,0.0537,0,0.134,0.234,144.018,238560,4
3WbphvawbMZ8FyqDxYGdSQ,0.496,0.765,7,-5.66,1,0.033,0.00457,0,0.104,0.337,74.072,260507,4
0uybt73QFXaLCoxuVf6fhm,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960,4
2HIU8kiFo9sB5ih05q8wgP,0.547,0.575,10,-6.282,0,0.0258,0.0198,0,0.205,0.311,143.752,232973,4
3PbHle8KhJp6GuO1jLdEmQ,0.487,0.702,7,-6.043,1,0.0238,0.00536,4.93e-06,0.129,0.306,95.973,265907,4
1aC1IBAETh2XYGOE8kCC6t,0.499,0.88,6,-6.424,0,0.0654,0.0108,2.76e-05,0.226,0.39,147.899,264800,4
3THdexHRmED4euIY91Zrxc,0.532,0.686,0,-6.238,1,0.0254,0.0273,0,0.0903,0.304,131.962,231787,4
0nNVR2iDM3eVzEgMi78vQm,0.478,0.856,1,-4.881,0,0.0387,0.0192,0,0.107,0.454,91.998,243053,4
1ILnhyARReabVz7U2oDQMm,0.598,0.947,7,-3.329,1,0.0435,0.0251,0.0266,0.328,0.729,106.014,223680,4
6FT9FZccFD6nE8dMNslz2n,0.495,0.787,8,-6.89,1,0.0368,9.16e-05,0,0.167,0.388,140.003,185467,4
0lP4HYLmvowOKdsQ7CVkuq,0.309,0.912,4,-3.881,0,0.0646,0.0014,0.000271,0.582,0.302,183.035,231533,3
3yelVZf4p9wDpWjPav5mOn,0.478,0.676,11,-6.155,0,0.0708,0.00825,0,0.0583,0.416,148.039,217960,4
7793p4ZXhtbW5RpeRK7rid,0.295,0.715,2,-6.533,1,0.0709,0.00212,1.55e-06,0.242,0.242,86.937,199773,4
2D52zjCyqEIQa221lhw6uk,0.404,0.723,6,-5.26,1,0.0571,0.0661,1.91e-06,0.233,0.225,160.048,326983,4
4sjLcE0GQ6urc4iUXsUPe9,0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95e-05,0.13,0.148,164.982,347667,4
04CyO54TZk5tEylFg2Df41,0.382,0.675,0,-6.56,1,0.0441,0.0128,0.000246,0.219,0.449,106.171,234867,1
2NyWdxhlqyrt91PE6Yzf9u,0.364,0.46,0,-8.298,1,0.0425,0.038,0.00131,0.535,0.068,93.129,260609,4
0UZwcRQAk4QR09HtGRZhYC,0.502,0.948,6,-3.717,1,0.121,0.0099,4.54e-06,0.0809,0.102,139.979,273467,4
64gbzSMPloO2SNBTk3PG3h,0.57,0.723,0,-6.673,0,0.0386,0.00238,0.000144,0.2,0.44,145.001,201957,4
6Fe3Flc9SjE03pqwD6PVQl,0.663,0.697,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.744,166.001,206973,4
3mtukCAgd0mE260QcBfXAX,0.625,0.686,9,-8.337,0,0.0309,0.0154,0.0499,0.0932,0.556,139.817,211693,4
0LtsuNRz3IMRrHCYO9fKRk,0.576,0.738,11,-8.122,1,0.0353,0.000387,0.00131,0.13,0.675,168.132,238400,4
18ZOH3KKu5Elt5ysocFyX4,0.76,0.702,10,-9.404,0,0.0716,0.0104,0,0.38,0.659,92.324,179600,4
0HDaKOlVAfUWXdFR2RhBtN,0.441,0.922,6,-6.644,0,0.0655,0.000179,1.97e-06,0.381,0.565,175.411,172160,4
6zXPfmbRwPKhDMQtZID9ed,0.559,0.938,0,-5.002,1,0.0702,0.00517,0.000277,0.272,0.561,109.983,145831,4
1mHZhWJu6RVJhyu3USZdI5,0.638,0.867,7,-6.815,1,0.0312,0.000933,2.29e-05,0.103,0.896,142.045,209693,4
2PGaYCles9SXXCjYOcjyfk,0.583,0.9,3,-6.085,1,0.0458,0.0319,3.84e-06,0.151,0.867,147.01,234451,4
0mDMkHZFXMJQ50ujhyHWqZ,0.574,0.919,7,-6.418,1,0.0737,4.51e-05,0.0028,0.116,0.704,176.532,186893,4
003z5LtGJ2cdJARKIO9LgL,0.511,0.86,5,-7.231,1,0.0589,0.0295,0,0.191,0.661,174.888,236413,4
5zn1hpm9N0ylKB7kOtpCw2,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,263440,4
3OWsm3HE35S9x3fgY8tbgh,0.656,0.724,6,-5.465,0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,283533,4
3uh7YcFzAWHGg7spVzPfqP,0.905,0.703,10,-2.345,1,0.176,0.0793,0,0.0554,0.865,94.999,253627,4
7nH7eLlqxHbRCqlQX9hoj1,0.835,0.704,11,-4.529,0,0.18,0.0671,0,0.0847,0.577,99.062,266333,4
5Lho4SYUWoitrckMyUWm7W,0.744,0.679,11,-5.053,0,0.0577,0.0262,0.00163,0.093,0.685,165.858,257360,4
1gf5KKoAbd1vUWwRKzeXF3,0.836,0.491,1,-5.734,1,0.19,0.139,0,0.0489,0.862,97.303,254227,4
76OhaMY6YsMrFtvqzDxi6N,0.754,0.653,10,-6.554,0,0.302,0.0631,0,0.351,0.686,86.329,224867,4
30lmJYaWiIQWpisSntbKK3,0.768,0.462,10,-6.647,0,0.0415,0.182,0,0.126,0.452,130.443,289533,4
4j5vr77wL546mMO7MkuWBw,0.632,0.527,6,-8.006,0,0.246,0.026,0,0.0837,0.824,168.043,215707,4
2Ex5aVmQKn1nC6r7Oh7DDB,0.723,0.692,11,-5.932,1,0.0588,0.066,0,0.356,0.721,141.952,276800,4
74RgttZ78DSIF26veMyvs0,0.831,0.608,8,-13.263,0,0.288,0.016,0,0.22,0.264,100.088,235627,4
732diMAV0OkBImUsq73dEH,0.908,0.639,2,-14.072,1,0.357,0.225,0,0.287,0.617,101.842,228973,4
1uI9dvgXnH8QP6kunOH22Y,0.835,0.59,1,-13.36,1,0.238,0.046,0,0.0667,0.737,102.891,290467,4
2mNGQ9uJH4VqCSrCPS2hBw,0.803,0.761,4,-14.057,0,0.209,0.195,0,0.103,0.686,112.942,217240,4
4db7SU1762kwi013LJWvpf,0.785,0.821,11,-12.691,0,0.102,0.00639,0.000354,0.0803,0.402,103.132,391256,4
3l8XDXCUH7Hk5UOyzMAoJK,0.812,0.728,1,-13.763,1,0.0999,0.0489,0.000315,0.195,0.665,107.252,286533,4
5lVJaUYBMWyoFvNsRvybja,0.837,0.875,1,-8.233,1,0.188,0.106,5.21e-05,0.203,0.823,106.886,253573,4
5p30X6Z8hLCoFviQji6cjT,0.861,0.613,7,-11.92,1,0.261,0.0205,1.57e-05,0.266,0.603,97.94,375933,4
6XvLxtxf12FumPCp7Qy4gH,0.815,0.539,11,-13.554,0,0.187,0.0102,0.000128,0.216,0.817,98.717,326600,4
5hI6B1vQxN8EeXWq4ngSrx,0.82,0.765,2,-12.333,1,0.333,0.157,0,0.147,0.788,96.64,250707,4
13hmYUZAJt4AKkuivKEaoJ,0.357,0.13,9,-15.668,1,0.0438,0.988,0.914,0.0729,0.0721,70.604,309893,4
4ISijN1aYMw6IcZvqYEj1e,0.471,0.293,6,-15.999,0,0.0561,0.938,0.869,0.168,0.0838,139.886,256640,4
6wbyJ4xMLNT6jhhUm8vuUf,0.403,0.257,6,-12.712,0,0.0367,0.984,0.909,0.102,0.0466,92.998,384745,3
0jWgAnTrNZmOGmqgvHhZEm,0.561,0.555,11,-9.734,0,0.0287,0.16,0,0.114,0.497,134.369,295493,4
2AiUFAeAsSR9lcpGxdc2Sj,0.594,0.64,7,-8.924,1,0.0305,0.228,0,0.148,0.251,125.614,220093,4
5sEpqYUOx5y6TH8EeQVWKa,0.529,0.689,9,-9.575,1,0.102,0.136,8.87e-06,0.106,0.881,122.188,148373,4
2m4qhLcXkiYHT4ttRRajop,0.518,0.525,3,-9.938,1,0.0357,0.133,0,0.089,0.336,129.797,283333,4
48Qp9fQyumixKBLsi73xUg,0.536,0.652,1,-9.199,1,0.0305,0.0694,0,0.0767,0.22,113.673,284000,4
4JwOBVIlajGrkE0LXhAFvZ,0.442,0.394,7,-11.21,1,0.0329,0.464,0,0.143,0.631,78.532,211000,4
478fXlKeUafcUo0rSD2WDt,0.343,0.878,6,-9.104,0,0.0807,0.0413,0.00136,0.232,0.493,153.088,222493,4
0BEiMf0IidmdEeY2Kp1nUA,0.65,0.906,7,-7.859,1,0.0421,0.0743,2.34e-05,0.088,0.763,98.697,277573,4
4iTQ3u6nnYgrrbj13aJBLg,0.56,0.826,9,-7.346,1,0.0805,0.198,9.82e-06,0.154,0.905,116.262,136840,4
4oNw03N6mKIFCIa59Ip9NF,0.557,0.95,7,-8.123,1,0.0572,0.0729,1.84e-06,0.0647,0.468,108.621,197600,4
2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4
19hh7DkfRBrpRGYfKlw7jb,0.746,0.767,1,-2.907,0,0.0374,0.0601,1.07e-05,0.0859,0.773,94.007,196628,4
2vHfabj6nFebekTYODqntl,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,173082,4
3567eNX2L3RkkMkwspncMH,0.633,0.478,0,-5.571,1,0.0359,0.0115,0,0.103,0.692,159.951,150467,4
1MhXdlCQPnO56T57MfmaRm,0.458,0.561,10,-4.819,1,0.0269,0.0965,0,0.156,0.206,149.875,197411,3
4UQajPk0EPvbwWTl0fYi4C,0.713,0.829,11,-4.297,0,0.203,0.00529,0,0.221,0.845,149.996,197518,4
0nCVLAhIUrLQ34Vw5vTXNP,0.588,0.79,4,-4.762,0,0.0776,0.00879,0,0.0954,0.499,121.899,182292,4
1pMrGc8rMC5qx0zMak8tkd,0.803,0.719,4,-3.354,1,0.0474,0.0318,2.88e-05,0.0742,0.608,145.983,187235,4
40rMvmTT9RX4KB0JzMNYZO,0.676,0.863,0,-3.924,1,0.0828,0.0674,0,0.0616,0.529,98.039,189630,4
6PUYqQtGWVAovZrLC9BIqt,0.521,0.884,4,-2.931,0,0.0403,0.00155,1.69e-06,0.209,0.494,92.988,213186,4
5D2mYZuzcgjpchVY1pmTPh,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107,5
4RY96Asd9IefaL3X4LOLZ8,0.865,0.73,6,-2.813,0,0.373,0.283,0,0.0753,0.808,90.096,193467,4
4nva9EpKntUTs6CRSGBCn9,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237707,4
2D1hlMwWWXpkc3CZJ5U351,0.673,0.785,10,-2.894,0,0.351,0.0485,3.65e-06,0.0397,0.85,84.607,249467,4
41bIQPBE1lFN0mmw6Lmssz,0.547,0.807,6,-4.083,0,0.36,0.388,9.11e-05,0.0436,0.919,79.823,224427,3
1s46xFwjfRUkRlPlX3PwPk,0.791,0.646,11,-4.598,1,0.117,0.135,1.33e-05,0.16,0.256,92.026,270693,4
69bHJ9qs5FrUJbKP8xU8uZ,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,4
3LmuxO8mh3wwIfRUqHJFFy,0.786,0.44,8,-7.673,0,0.157,0.306,0,0.121,0.315,98.014,235703,4
2I9foKseoFQh07p6sD2voE,0.574,0.841,11,-2.92,0,0.43,0.0153,0.000797,0.121,0.402,108.095,256227,5
4UhUXGXEeq3mPJyzZkx9fY,0.767,0.864,10,-1.847,0,0.133,0.0116,0,0.0957,0.747,85.475,257907,4
2cuVgSUgnRcgXNx909F3TV,0.853,0.709,7,-5.607,1,0.283,0.00276,0,0.353,0.315,170.044,215507,4
0SAIjVOwxVnO1l9HGvLuOU,0.869,0.725,9,-12.507,0,0.256,0.0453,0,0.203,0.699,132.989,261360,4
4n8d6mjEugRMTBI7mjiHIY,0.777,0.901,11,-10.789,0,0.168,0.00106,0,0.428,0.577,133.011,248133,4
55EoL1sy6T5Y7EiPsOum00,0.884,0.607,1,-8.809,0,0.0527,0.0947,0.0173,0.0946,0.596,131.971,280840,4
2i5FaVx9EKY6fGGDaIyJ0O,0.846,0.518,9,-12.029,0,0.52,0.00589,0,0.0947,0.618,133.03,267027,4
05dZSyymZyf6Z16310xFNH,0.865,0.773,6,-11.665,0,0.19,0.000894,0.000192,0.0577,0.763,133.032,204000,4
6ODF5mEjKGvMKto599Ta21,0.884,0.585,1,-8.761,0,0.0496,0.0983,0.0349,0.0633,0.575,131.987,372707,4
0MJJHqmAwswP9ayW6feUmX,0.865,0.758,1,-6.703,0,0.13,0.223,0.00105,0.307,0.379,131.99,286787,4
3D0O6i0Bh4UOl963SC5ATl,0.857,0.841,1,-6.62,0,0.133,0.222,0.0126,0.333,0.411,132.021,264267,4
17f3434MamvfESEzfzRnFr,0.875,0.536,9,-13.497,0,0.095,0.000424,1.04e-05,0.0622,0.563,132.807,245840,4
3YMy6tfCqOwV5n3DYl4uHn,0.846,0.581,0,-12.093,1,0.169,0.0387,0,0.236,0.886,143.064,176600,4
2E124GmJRnBJuXbTb4cPUB,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,179405,4
7ATATJztoWLcqDAcVVof0C,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4
5KhFaq45chTw8RGfWo8T8J,0.764,0.711,4,-3.818,0,0.288,0.175,0,0.105,0.774,90.076,112667,4
6kp0inxIexxSiDJfWqq0ZL,0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,91.981,154565,4
27oFpFktCq9JIXjJQRuv7a,0.728,0.584,10,-7.255,0,0.176,0.0524,0,0.0658,0.365,161.9,166852,4
4HbiCvH1R7mVOJ7KY7JQBD,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,157643,4
14PlDNjNh3pXyHXzkhX8n5,0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,151915,4
